ID,question,answer,relevance
338,when did coca cola first come out,"Based on Interbrand 's best global brand 2011 , Coca-Cola was the world 's most valuable brand .",0
3217,who is the current Chief Justice of the U.S. supreme court ?,The Chief Justice leads the business of the Supreme Court .,0
5644,what temperature is a salt ice bath,This effectively makes the ice 'colder ' — it must 'pull ' more heat from its environment to become liquid . ),0
6495,what was bernie madoff selling,"On December 10 , 2008 , Madoff 's sons told authorities that their father had confessed to them that the asset management unit of his firm was a massive Ponzi scheme , and quoted him as describing it as `` one big lie . ''",0
433,when was james madison in the house of representatives,"Breaking with Hamilton and what became the Federalist Party in 1791 , Madison and Thomas Jefferson organized what they called the Republican Party ( later called by historians the Democratic-Republican Party )",0
4134,what is hosting a website,The scope of web hosting services varies greatly .,0
4374,what does fidelity do,"Fidelity Investments manages a large family of mutual funds , provides fund distribution and investment advice services , as well as providing discount brokerage services , retirement services , wealth management , securities execution and clearance , life insurance and a number of other services .",1
5790,how many US soldiers killed in Iraq war,"Sources using different definitions may arrive at very different numbers , and sometimes the precise definition is not clearly specified .",0
8930,who is the author of tree grows in brooklyn,"The story focuses on an Irish-American family in Williamsburg , Brooklyn , New York City .",0
3844,what is prefix phone number,"A full telephone number is usually made up of country code ( required for international calls only ) , area code ( required for calls between telephone areas ) , prefix , and subscriber number .",0
5024,what is a bus adapter in a computer ?,Fibre Channel Host Bus Adapter ( 64-bit PCI-X card ),0
5119,what country is dubai in,The city of Dubai is located on the emirate 's northern coastline and heads up the Dubai-Sharjah-Ajman metropolitan area .,0
6186,what state is pike 's peak in ?,"The nearest city is McGregor , Iowa .",0
3609,what are the quad muscles,"It is the great extensor muscle of the knee , forming a large fleshy mass which covers the front and sides of the femur .",1
9707,"how big is bmc software in houston , tx","The name `` BMC '' is taken from the surnames of its three founders—Scott Boulette , John Moores , and Dan Cloer .",0
5931,how many seasons heroes,"On April 17 , 2013 , TV Line reported that MSN was in talks to revive the series with a new cast .",0
4501,what did ronald reagan do as president,"A conservative icon , he ranks highly in public opinion polls of U.S. Presidents and is credited for generating an ideological renaissance on the American political right .",0
1899,What is up with Kent Hovind,"Hovind established the Creation Science Evangelism in 1991 , and frequently spoke on young Earth creationism at seminars at private schools and churches , debates , and on radio and television broadcasts .",0
4769,what creates sonic boom,Mach cone angle,0
2180,What is the name of the late Major League old professor,"Between playing and managing , he is the only man to have worn four of New York 's major league clubs ' uniforms .",0
1443,when was srv born,His guitar playing reflected the classic blues and pentatonic scales .,0
8481,when does black friday start for christmas,"In recent years , most major retailers have opened extremely early and offered promotional sales to kick off the holiday shopping season , similar to Boxing Day sales in many Commonwealth Nations .",0
2820,how deep can be drill for deep underwater,America needs the oil so it is almost necessary to face the high risks that come with deepwater drilling in order for Americans to continue to carry on their everyday lives .,0
1437,when was srv born,"After successful touring , the group released the albums , Could n't Stand the Weather ( 1984 ) and Soul to Soul ( 1985 ) , the latter of which featured new keyboardist Reese Wynans .",0
188,when did andrea doria sink,"Pronounced was an ocean liner for the Italian Line ( Società di navigazione Italia ) home ported in Genoa , Italy , most famous for its sinking in 1956 , when 52 people died ( 51 from immediate impact ) .",1
5014,what is a book index,"In a traditional back-of-the-book index the headings will include names of people , places and events , and concepts selected by a person as being relevant and of interest to a possible reader of the book .",0
7880,what is sherlock holmes job,"In two stories ( `` The Musgrave Ritual `` and `` The Gloria Scott `` ) , Holmes tells Watson the main story from his memories , while Watson becomes the narrator of the frame story .",0
5843,how many albums has eminem sold in his career,"Recovery was an international success and was named the best selling album of 2010 worldwide , joining The Eminem Show , which was the best seller of 2002 .",0
3938,what is singapore 's currency,"Likewise , the Brunei dollar is customarily accepted in Singapore",0
6725,what is the kanji for language,The Japanese term kanji ( ) for the Chinese characters literally means `` Han characters '' and is written using the same characters as the Chinese hanzi ( ) .,0
4933,what happened to stevie ray vaughan,"In 1982 , Vaughan and Double Trouble performed at the Montreux Jazz Festival in Switzerland , catching the attention of musicians David Bowie and Jackson Browne .",0
9158,what is a wiki platform,Wikis are powered by wiki software .,0
2563,who owns smirnoff,Smirnoff is a brand of vodka owned and produced by the British company Diageo .,1
2299,What a Margarita contains,"The drink is served shaken with ice ( on the rocks ) , blended with ice ( frozen margarita ) , or without ice ( straight up ) .",0
6713,what year did South Africa become a team in rugby,"The team made its World Cup debut in 1995 , when the newly democratic South Africa hosted the tournament .",0
6797,when barack obama was born,"In foreign policy , Obama ended U.S. military involvement in the Iraq War , increased troop levels in Afghanistan , signed the New START arms control treaty with Russia , ordered U.S. military involvement in Libya , and ordered the military operation that resulted in the death of Osama bin Laden .",0
9132,what happened on the moon during the period of Late Heavy Bombardment ?,"Nevertheless , some researchers argue that the lunar sample data do not require a cataclysmic cratering event near 3.9 Ga , and that the apparent clustering of impact melt ages near this time is an artifact of sampling material affected by a single large impact basin .",0
3472,what is definition of psychotic,This is thought to occur through a mechanism of aberrant salience of environmental stimuli .,0
4205,what is kathmandu known for,"During this period , British historians called the valley itself `` Nepal Proper '' .",0
6759,what is the defensive line in football called,"This has resulted in the development of three `` platoons '' of players , the offense ( the team with the ball , who is trying to score ) , the defense ( the team trying to prevent the other team from scoring , and to take the ball from them ) , and the special teams ( who play in kicking situations ) .",0
2248,how are aircraft radial engines built,Radial engine timing and cam mechanism .,0
5360,how many students go to santa barbara,"The University of California , Santa Barbara ( commonly referred to as UC Santa Barbara or UCSB ) is a public research university and one of the ten general campuses of the University of California system .",0
6755,what is the defensive line in football called,A diagram showing an I Formation on offense and a 4-3 Formation on defense,0
6346,what part of beef are rouladen cut from ?,"Rouladen ( or Rinderroulade , singular : roulade ) is a German meat roulade usually consisting of bacon , onions , mustard and pickles wrapped in thinly sliced beef which is then cooked .",0
2543,when was washington elected president,"As the leader of the first successful revolution against a colonial empire in world history , Washington became an international icon for liberation and nationalism , especially in France and Latin America .",0
4195,what is kathmandu known for,"The agglomerate consists of Kathmandu Metropolitan City at its core , and its sister cities Patan , Kirtipur , Thimi , and Bhaktapur .",0
8764,what year did john adams become president ?,The major accomplishment of his presidency was his peaceful resolution of the conflict in the face of Hamilton 's opposition .,0
2786,when was the world of coca cola built,"It opened to the public on May 24 , 2007 , relocating from and replacing the original exhibit .",1
6439,how many lungs does a human have,"This action is related , although considered distinct from bronchoconstriction .",0
8381,what are warehouse spreadsheets used for,The data may pass through an operational data store for additional operations before they are used in the DW for reporting .,1
9184,How Works Diaphragm Pump,"The diaphragm is flexed , causing the volume of the pump chamber to increase and decrease .",0
5956,what is steam by valve corporation,"As of January 2013 , Steam has seen over 6.6 million concurrent players .",0
2242,When was Apple Computer founded,Its worldwide annual revenue in 2012 totalled $ 156 billion .,0
6774,what is sump pump used for,"Since a sump basin may overflow if not constantly pumped , a backup system is important for cases when the main power is out for prolonged periods of time , as during a severe storm .",0
8466,how many percent is a basis point,Basis points are used as a convenient unit of measurement in contexts where percentage differences of less than 1 % are discussed .,0
1782,What is hydrogen in,"Hydrogen gas was first artificially produced in the early 16th century , via the mixing of metals with acids .",0
2829,where did mark jackson play pro basketball ?,"Mark A. Jackson ( born April 1 , 1965 ) is an American basketball coach , and former player who is the current head coach of the Golden State Warriors of the NBA .",0
6440,how many lungs does a human have,"Many other non-autonomic nervous and biochemical stimuli , including carbon dioxide and oxygen , are also involved in the regulation process .",0
4462,what did isaac newton do,"His book Philosophiæ Naturalis Principia Mathematica ( `` Mathematical Principles of Natural Philosophy '' ) , first published in 1687 , laid the foundations for most of classical mechanics .",0
8295,what is vitamin a for,"All forms of vitamin A have a beta-ionone ring to which an isoprenoid chain is attached , called a retinyl group .",0
2834,What does Rapture meaning in a theological sense ?,The term `` Rapture '' is used in at least two senses .,0
3555,what is a gasser car,The gasser is the predecessor of the modern Funny Car .,0
663,when did the cold war start,"Pressures for national independence grew stronger in Eastern Europe , especially Poland .",0
4662,what date did the american civil war start,Western successes led to Ulysses S. Grant command of all Union armies in 1864 .,0
9522,what separates me from you album,`` All I Want `` was released as What Separates Me from Yous first single .,0
4411,what county is Cambria WI in,The population was 767 at the 2010 census .,0
1262,who won antm cycle 12,The prizes for this cycle are:,0
6421,how many lungs does a human have,The human lungs are the organs of respiration in humans .,0
7023,what is the organic layer in an amoled screen,Demonstration of a flexible OLED device,0
6392,how many countries are member of the eu ?,"The latest major amendment to the constitutional basis of the EU , the Treaty of Lisbon , came into force in 2009 .",0
5132,what country is dubai in,The handful of new projects that are in the pipeline have been able to help Dubai real estate make a comeback .,0
286,WHO QUALIFIES AS A DOMESTIC PARTNER IN CA,"Enacted in 1999 , the domestic partnership registry was the first of its kind in the United States created by a legislature without court intervention .",0
4813,what does oklahoma produce,"The state 's name is derived from the Choctaw words okla and humma , meaning `` red people '' , and it is known informally by its nickname , The Sooner State .",0
2287,when will ie9 be released,"Microsoft has released Internet Explorer 9 as a major out-of-band version that is not tied to the release schedule of any particular version of Windows , unlike previous versions .",0
6155,what state is Mn,"Those waters , together with forests , parks , and wilderness areas , offer residents and tourists a variety of outdoor recreational opportunities .",0
7972,what is metformin used for,"Metformin is now believed to be the most widely prescribed antidiabetic drug in the world ; in the United States alone , more than 48 million prescriptions were filled in 2010 for its generic formulations .",0
2284,What U.S. President 's head has been featured on the nickel ( five-cent coin ) since 1938 ?,"As of 2013 , it costs more than eleven cents to produce a nickel ; the Mint is exploring the possibility of reducing cost by using less expensive metals .",0
6192,what state is pike 's peak in ?,"It is part of a larger complex of parks , reserves and refuges which include Effigy Mounds National Monument , the various components of the Yellow River State Forest , the enormous Upper Mississippi River National Wildlife and Fish Refuge and much smaller , much less well known Driftless Area National Wildlife Refuge .",0
9275,how did armando christian perez become famous,"It primarily focuses on Latin hip hop , Latin soul , Latin pop and other Tropical music , and has offices in New York and Miami , Florida .",0
9771,what are arizona 's symbols,Arizona became the second state to adopt a `` state firearm '' after Utah adopted the Browning M1911 .,1
2450,who killed julius caesar,"With the Gallic Wars concluded , the Senate ordered Caesar to lay down his military command and return to Rome .",0
1978,who created the cato institute,"The Cato Institute is an American libertarian think tank headquartered in Washington , D.C .",0
92,when did lucy stone died,"Called `` the orator '' and `` the morning star of the woman 's rights movement '' , Stone delivered a speech which sparked Susan B. Anthony to take up the cause of women 's suffrage .",0
4461,what did isaac newton do,Sir Isaac Newton ( 25 December 164220 March 1727 ) was an English physicist and mathematician who is widely regarded as one of the most influential scientists of all time and as a key figure in the scientific revolution .,1
7729,where did the early humans live ?,"The family Hominidae diverged from the Hylobatidae ( Gibbon ) family 15-20 million years ago , and around , the Ponginae ( orangutans ) , diverged from the Hominidae family .",0
3076,What Is Benzene Used For,Benzene is an organic chemical compound with the molecular formula C6 H|Hydrogen|H6 .,0
8715,when did Emperor Justinian die,"These campaigns re-established Roman control over the western Mediterranean , increasing the Empire 's annual revenue by over a million solidi .",0
7222,how is today special ?,"It was set in a department store , based on the flagship location of the now defunct Simpson 's in Toronto .",0
9125,what does the federal reserve do,This was followed at the end of 2011 with a transfer of $ 77 billion in profits to the U.S. Treasury Department .,0
4449,what county is san jose in ?,"The rapid growth of the high-technology and electronics industries further accelerated the transition from an agricultural center , to an urbanized metropolitan area .",0
3909,what is scurvy disease,"While today scurvy is known to be caused by a nutritional deficiency , until the isolation of vitamin C and direct evidence of its link to scurvy in 1932 , numerous theories and treatments were proposed , often on little or no experimental data .",0
9068,what are the uses for gui,"The term GUI is restricted to the scope of two-dimensional display screens with display resolutions able to describe generic information , in the tradition of the computer science research at the PARC ( Palo Alto Research Center ) .",0
658,when did the cold war start,"The conflict was expressed through military coalitions , strategic conventional force deployments , extensive aid to client states , espionage , massive propaganda campaigns , conventional and nuclear arms races , appeals to neutral nations , rivalry at sports events ( in particular the Olympics ) , and technological competitions such as the Space Race .",0
3633,what is a millwright worker,"In the early part of the Industrial Revolution , their skills were pressed into service building the earliest powered textile mills .",0
9383,Who is the highest scoring NBA player,The 2012–13 scoring leader was Carmelo Anthony of the New York Knicks .,0
4932,what happened to stevie ray vaughan,"In 1977 , he formed Triple Threat Revue , a band that eventually evolved into Double Trouble and regularly performed around Austin .",0
9196,WHO WAS IN THE MOVIE I CONFESS WITH MONTGOMERY CLIFT,"In the book-length interview Hitchcock/Truffaut ( 1967 ) , Hitchcock said he had hired Anita Björk as the female lead for I Confess , after seeing her in Miss Julie ( 1951 ) .",0
60,who wrote rhythm of the ancient mariner,The Mariner up on the mast in a storm .,0
4683,what do porcupines eat,Porcupines have become a pest in Kenya and are eaten as a delicacy .,0
3873,what is quasi judicial agency,"A quasi-judicial body is an entity such as an arbitrator or tribunal board , generally of a public administrative agency , which has powers and procedures resembling those of a court of law or judge , and which is obligated to objectively determine facts and draw conclusions from them so as to provide the basis of an official action .",1
595,when does v start,"V stars Morena Baccarin , Lourdes Benedicto , Morris Chestnut , Joel Gretsch , Logan Huffman , Charles Mesure , Elizabeth Mitchell , Laura Vandervoort and Scott Wolf , and was executive produced by Scott Rosenbaum , Yves Simoneau , Scott Peters , and Jace Hall .",0
1675,who is is the singer westlife,Westlife were an Irish boy band which formed in 1998 and disbanded in 2012 .,1
3540,what is a full job time ? ?,While a four-day week generally consists of four ten-hour days ; it may also consist of as little as nine hours for a total of a 36 hour work week .,0
9467,what part of the plant are avocados,"Commercially , it ripens after harvesting .",0
2863,where does cellular respiration occur,"While the overall reaction is a combustion reaction , no single reaction that comprises it is a combustion reaction .",0
6697,what year did disney 's animal kingdom lodge open,"It opened on April 16 , 2001 .",1
9047,what are the charges against Casey Anthony,"The not guilty murder verdict was greeted with public outrage , and was both attacked and defended by media and legal commentators .",0
9406,what is article 5 about,"Any amendment so ratified becomes a valid part of the Constitution , provided that no state `` shall be deprived of its equal Suffrage in the senate , '' without its consent .",0
7995,what are club seats,Concession stands and vendors on the Club Level also often offer different menus than in other stands to give more of a special feel to the Club .,0
686,when is international men 's day,"The objectives of celebrating an International Men 's Day include focusing on men 's and boys ' health , improving gender relations , promoting gender equality , and highlighting positive male role models .",0
6431,how many lungs does a human have,The conducting zone and the respiratory stuffers ( but not the alveoli ) are made up of airways .,0
4492,what did ronald reagan do as president,"As president , Reagan implemented sweeping new political and economic initiatives .",1
9466,what part of the plant are avocados,"They have a green-skinned , fleshy body that may be pear-shaped , egg-shaped , or spherical .",0
8560,what does life insurance cover ?,"Depending on the contract , other events such as terminal illness or critical illness may also trigger payment .",1
9593,what is the name of the family who own the biltmore estates in nc,"Biltmore House , the main house on the estate , is a Châteauesque -styled mansion built by George Washington Vanderbilt II between 1889 and 1895 and is the largest privately owned house in the United States , at and featuring 250 rooms .",0
3664,what is a right wing christian,Christian right is a term used in the United States to describe right-wing Christian political groups that are characterized by their strong support of socially conservative policies .,1
2954,how are cholera and typhus transmitted and prevented,The main symptoms are watery diarrhea and vomiting .,0
5035,what are two languages in Nigeria ?,"The official language of Nigeria , English , the former colonial language , was chosen to facilitate the cultural and linguistic unity of the country .",0
6918,what year was the 8 track invented,"It was , however , very popular in the United Kingdom during this period .",0
3964,what is social security card used for,"The number is issued to an individual by the Social Security Administration , an independent agency of the United States government .",0
6844,how old were the twin towers when destroyed,"Falling debris from the towers , combined with fires that the debris initiated in several surrounding buildings , led to the partial or complete collapse of all the other buildings in the complex and caused catastrophic damage to ten other large structures in the surrounding area .",0
9170,what are banana plugs for,"A banana connector ( commonly banana plug for the male , banana socket or banana jack for the female ) is a single- wire ( one conductor ) electrical connector used for joining wires to equipment .",1
530,when was Saddle Creek founded,"Saddle Creek Records is an American record label based in Omaha , Nebraska .",0
1043,when us subprime mortgage market collapse,"The percentage of lower-quality subprime mortgages originated during a given year rose from the historical 8 % or lower range to approximately 20 % from 2004 to 2006 , with much higher ratios in some parts of the U.S .",0
8479,how many percent is a basis point,"So , a bond whose yield increases from 5 % to 5.5 % is said to increase by 50 basis points ; or interest rates that have risen 1 percentage point are said to have increased by 100 basis points .",0
5705,what is the source of geothermal energy,"But as a result of government assisted research and industry experience , the cost of generating geothermal power has decreased by 25 % over the past two decades .",0
9319,how many people were killed in the oklahoma city bombing,"The Federal Emergency Management Agency ( FEMA ) activated eleven of its Urban Search and Rescue Task Forces , consisting of 665 rescue workers who assisted in rescue and recovery operations .",0
2480,how did anne frank die,"The Frank family moved from Germany to Amsterdam in 1933 , the year the Nazis gained control over Germany .",0
1165,when was Pope Benedict XVI elected ?,"He views relativism 's denial of objective truth , and the denial of moral truths in particular , as the central problem of the 21st century .",0
3038,who is the writer of the beowulf poem ?,"Victorious , Beowulf goes home to Geatland in Sweden and later becomes king of the Geats .",0
4101,what is go daddy.com ?,"On July 1 , 2011 Go Daddy confirmed that KKR , Silver Lake Partners and Technology Crossover Ventures had closed the deal .",0
9103,what does judgment as a matter of law mean,"Instead , the judge is said in a j.n.o.v . to be reexamining not the verdict , but his previous rejection of JMOL .",0
632,WHAT COUNTRY IS MEXICO IN,"The post-independence period was characterized by economic instability , the Mexican-American War and territorial cession to the United States , a civil war , two empires and a domestic dictatorship .",0
8571,how does lsd impact the human body,"It is used mainly as an entheogen , recreational drug , and as an agent in psychedelic therapy .",0
2730,how did mohammed gandhi die,"Gandhi became famous by fighting for the civil rights of Muslim and Hindu Indians in South Africa , using new techniques of non-violent civil disobedience that he developed .",0
4714,what does ( sic ) mean ?,SIC as an acronym may stand for:,0
8179,what area code is 479,"Area code 479 serves Benton , Carroll ( split with area code 870 ) , Crawford , Franklin , Johnson , Logan , Madison , Polk , Pope , Scott , Sebastian , Washington and Yell Counties in Arkansas .",1
2204,When was the first Mary Poppins book written,"It has been highly successful , as was the 1964 film .",0
1526,Who is the husband of Betty Ford,"Throughout her husband 's term in office , she maintained high approval ratings despite opposition from some conservative Republicans who objected to her more moderate and liberal positions on social issues .",0
4256,how south african leaders are elected,"The first President to be elected under the new constitution was Nelson Mandela , and the incumbent president is Jacob Zuma .",0
8450,how do forensic auditors examine financial reporting,The financial audit is one of many assurance functions provided by accounting firms .,0
6641,what is the highest point in oahu,"The state capital , Honolulu , is on Oahu 's southeast coast .",0
7440,how does a solid state drive work,"SSDs have no moving mechanical components , which distinguish them from traditional electromechanical magnetic disks such as hard disk drives ( HDDs ) or floppy disks , which contain spinning disks and movable read/write heads .",0
2914,where does ray lamontagne live,He lives in Massachusetts with his wife and two children .,1
2034,who are the girls from the bad girls club ?,As of Season 8 she 's been the host of the reunion specials .,0
5168,what country did wine originate in,"Archaeological evidence suggests that the earliest known wine production occurred in what is now the country of Georgia around 7000 BCE , with other notable sites in Greater Iran dated 4500 BCE and Armenia 4100 BCE , respectively .",1
8213,when was malcolm x assassinated,"To his admirers , he was a courageous advocate for the rights of blacks , a man who indicted white America in the harshest terms for its crimes against black Americans .",0
209,who played batman in dark knight,"Nolan 's inspiration for the film was the Joker 's comic book debut in 1940 , the 1988 graphic novel , and the 1996 series , which retold Two-Face 's origin .",0
4443,what county is san jose in ?,"San Jose was founded on November 29 , 1777 , as El Pueblo de San José de Guadalupe , the first civilian town in the Spanish colony of Nueva California , which later became Alta California .",0
2001,who created facebook,"Critics , such as Facebook Detox , state that Facebook has turned into a national obsession in the United States , resulting in vast amounts of time lost and encouraging narcissism .",0
4862,what is 1 mil guaranies in united states dollars,In the United Kingdom it was proposed during the decades of discussion on the decimalization of the pound as a division of the pound sterling .,0
7245,how long was frank sinatra famous,"Sinatra left Capitol to found his own record label , Reprise Records in 1961 ( finding success with albums such as Ring-a-Ding-Ding ! , Sinatra at the Sands and Francis Albert Sinatra & Antonio Carlos Jobim ) , toured internationally , was a founding member of the Rat Pack and fraternized with celebrities and statesmen , including John F. Kennedy .",0
1381,when president nixon resigns,Nixon served for eight years as vice president .,0
8730,where is the world cup in 2010,"The matches were played in ten stadiums in nine host cities around the country , with the final played at the Soccer City stadium in South Africa 's largest city , Johannesburg .",0
982,who won the women 's world cup,The six World Cup tournaments have been won by four different national teams .,0
7362,what was the post modernist era in literature ?,"Postmodern authors tend to celebrate chance over craft , and further employ metafiction to undermine the writer 's authority .",0
6086,what president was theodore roosevelt,"The Spanish–American War broke out in 1898 while Roosevelt was , effectively , running the Department of the Navy .",0
1863,"who discovered the 2 moons of mars , Phobos and Deimos",It is possible that Mars may have moons smaller than 50 - 100 meters and a dust ring between Phobos and Deimos may be present but none have been discovered .,0
1100,who won the most nba championships,"Four players , Bob Cousy , Kareem Abdul-Jabbar , Michael Jordan and Scottie Pippen , won six championships each .",0
2539,when was washington elected president,Washington had a vision of a great and powerful nation that would be built on republican lines using federal power .,0
4055,what is file based system,The file system manages access to both the content of files and the metadata about those files .,0
3459,what is captcha code,"The term `` CAPTCHA '' was coined in 2000 by Luis von Ahn , Manuel Blum , Nicholas J. Hopper , and John Langford ( all of Carnegie Mellon University ) .",0
3070,What country is the largest stalagmite,Oils and dirt from human contact can also stain the formation and change its color permanently .,0
4493,what did ronald reagan do as president,"His supply-side economic policies , dubbed `` Reaganomics `` , advocated reducing tax rates to spur economic growth , controlling the money supply to reduce inflation , deregulation of the economy , and reducing government spending .",0
2676,when was the first nfl madden game released,"Due to Madden 's insistence that the game be as realistic as possible , the first version of John Madden Football was not released until 1988 .",1
5491,what kind of horse was mr ed,"Much of the program 's humor stemmed from the fact Mister Ed would speak only to Wilbur , as well as Ed 's notoriety as a troublemaker .",0
2761,What Is the Largest Whale,"As with other baleen whales , its diet consists almost exclusively of small crustaceans known as krill .",0
8902,where is david ortiz from,"Ortiz is an eight-time All-Star and holds the Red Sox single season record for home runs in a regular season with 54 , set during the 2006 season .",0
8129,what are the side effects for lyme disease,Lyme disease is the most common tick-borne disease in the Northern Hemisphere .,0
1957,What region of France is Montargis in ?,"Though quite modern , it retains a medieval charm in its downtown area .",0
7282,what is the scientific name of a cardinal bird,"For the plant Erythrina herbacea , see Coral Bean .",0
4399,what county is chula vista ca in,"Located just from downtown San Diego and from the Mexican border in the South Bay region of the metropolitan area , the city is at the center of one of the richest economic and culturally diverse zones in the United States .",0
2369,who made hubble telescope,"The HST is one of NASA 's Great Observatories , along with the Compton Gamma Ray Observatory , the Chandra X-ray Observatory , and the Spitzer Space Telescope .",0
1767,where is kos from ?,"A third album , , was released in 2006 and also went platinum .",0
4897,what came first army or air force,Each of these forces had a commanding general who reported directly to the Chief of Staff of the United States Army .,0
105,when did hitler kill himself,The tests revealed that the skull was actually that of a woman less than 40 years old .,0
3663,what is a redshirt freshman football player,The opposite of this is a `` true freshman . '',0
7137,what is the plot of the shawshank redemption ?,The Shawshank Redemption is a 1994 American drama film written and directed by Frank Darabont and starring Tim Robbins and Morgan Freeman .,0
7499,what westerners include in pain and suffering,Demands are usually written summaries of a claimant 's medical care and the facts which resulted in the injury .,0
4304,what does an advocacy website promote ?,Lobbying ( often by lobby groups ) is a form of advocacy where a direct approach is made to legislators on an issue which plays a significant role in modern politics .,0
2506,where did columbus really land in 1492 ?,"In the context of emerging western imperialism and economic competition between European kingdoms seeking wealth through the establishment of trade routes and colonies , Columbus 's speculative proposal , to reach the East Indies by sailing westward , eventually received the support of the Spanish crown , which saw in it a promise , however remote , of gaining the upper hand over rival powers in the contest for the lucrative spice trade with Asia .",0
295,WHO IS HENRY SAMPSON JR .,He then attended Morehouse College for a couple of years before transferring to Purdue University where he became a member of the Omega Psi Phi fraternity .,0
4659,what date did the american civil war start,"Lincoln issued the Emancipation Proclamation , which made ending slavery a war goal .",0
5462,how many redwall books are there,"It is the title of the first book of the series , published in 1986 , as well as the name of the Abbey featured in the book and the name of an animated TV series based on three of the novels ( Redwall , Mattimeo , and Martin the Warrior ) , which first aired in 1999 .",0
1054,when us subprime mortgage market collapse,U.S. housing prices fell nearly 30 % on average and the U.S. stock market fell approximately 50 % by early 2009 .,0
7411,what was nixon accused of,"The Federal Bureau of Investigation ( FBI ) connected cash found on the burglars to a slush fund used by the Committee for the Re-Election of the President , the official organization of Nixon 's campaign .",0
1604,who invented the television,"The earliest proposal was in 1908 , in a paper by A . A. Campbell-Swinton and postulated the use of cathode rays .",1
9069,what are the uses for gui,"The term GUI is not usually applied to other low-resolution types of interfaces that are non-generic , such as video games ( where HUD is preferred ) , or not restricted to flat screens , like volumetric displays .",0
5697,what is the source of geothermal energy,"Geothermal power is cost effective , reliable , sustainable , and environmentally friendly , but has historically been limited to areas near tectonic plate boundaries .",0
8104,what movement was elizabeth cady stanton a part of,"After the American Civil War , Stanton 's commitment to female suffrage caused a schism in the women 's rights movement when she , together with Susan B. Anthony , declined to support passage of the Fourteenth and Fifteenth Amendments to the United States Constitution .",0
5169,what country did wine originate in,The world 's oldest known winery ( dated to 3000 BCE ) was discovered in Areni-1 cave in a mountainous area of Armenia .,0
5076,what artist have song with ashanti ?,"She released her fourth studio album entitled The Declaration on June 3 , 2008 and is currently in the studio working on her fifth .",0
9438,what motor does a 2001 monte carlo,"The Chevrolet Monte Carlo was an American-made two-door coupe introduced for model year 1970 , and manufactured over six generations through model year 2007 .",0
6901,how old is the singer bob seger,"As a locally successful Detroit-area artist , he performed and recorded as Bob Seger and the Last Heard and Bob Seger System throughout the 1960s .",0
5680,what war led to Pearl Harbor,The attack was approved in the summer at an Imperial Conference and again at a second Conference in the fall .,0
1366,WHAT IS THE LENGTH OF A NAUTICAL MILE,"It is a non- SI unit ( although accepted for use in the International System of Units by the BIPM ) used especially by navigators in the shipping and aviation industries , and also in polar exploration .",0
9152,what is IBRIX,"Architecturally , the file system is limited to 16 petabytes under a single namespace , and is based upon a design described in .",0
5073,what artist have song with ashanti ?,"Ashanti cites Whitney Houston , Janet Jackson , Prince , Madonna , Tupac Shakur , Mary J. Blige , Ella Fitzgerald , Smokey Robinson , Donna Summer , and Blue Magic as her musical influences .",0
848,when does a demand curve shift ?,The demand curve for all consumers together follows from the demand curve of every individual consumer : the individual demands at each price are added together .,0
8773,when did steven adler play for guns and roses,"Adler was fired from Guns N ' Roses over his heroin addiction in 1990 , following which he reformed his old band Road Crew and briefly joined BulletBoys , which both proved unsuccessful .",0
1079,how do pineapples grow,"Pineapples may be cultivated from a crown cutting of the fruit , possibly flowering in 20–24 months and fruiting in the following six months .",1
6255,what month is the president inaugurated,"Since the 1981 inauguration of Ronald Reagan , the ceremony has been held at the Capitol 's West Front .",0
4576,what do cyberstalkers do,"The definition of `` harassment '' must meet the criterion that a reasonable person , in possession of the same information , would regard it as sufficient to cause another reasonable person distress .",0
3882,how was the phone invented,An actor portraying Alexander Graham Bell speaking into an early model telephone .,0
8470,how many percent is a basis point,"For example , if a report says there has been a `` 1 % increase '' from a 10 % interest rate , this could refer to an increase either from 10 % to 10.1 % ( relative , 1 % of 10 % ) , or from 10 % to 11 % ( absolute , 1 % plus 10 % ) .",0
1435,when was srv born,"Bowie asked Vaughan to play on his upcoming studio album Let 's Dance , while Browne offered the band free use of his personal studio in Los Angeles to record an album .",0
8005,what is lockton affinity,"Lockton Affinity : Lockton Affinity , an affiliate of Lockton Companies , meets the insurance needs of affinity groups , franchises , professional organizations , and associations of all sizes .",1
3741,what is eggnog made of,It was also known as the egg milk punch .,0
8140,what languages are spoken in south africa,Fewer than two percent of South Africans speak a first language other than an official one .,0
4509,what did sparta do around 650 bc,"Between 431 and 404 BC , Sparta was the principal enemy of Athens during the Peloponnesian War , from which it emerged victorious , though at great cost .",0
1260,who won antm cycle 12,The cycle 's catch phrase is `` Get In The Fold . '',0
4156,what is in a will,"For the devolution of property not disposed of by will , see inheritance and intestacy .",0
374,when was fdr elected as president,He orchestrated the realignment of voters that created the Fifth Party System .,0
45,when was bloody kansas in,Congress had long struggled to balance the interests of pro-slavery forces and anti-slavery forces .,0
2009,who created bing,Notable changes include the listing of search suggestions while queries are entered and a list of related searches ( called `` Explore pane '' ) based on semantic technology from Powerset which Microsoft purchased in 2008 .,0
8595,What kind of personality test is the MBTI,The MBTI focuses on normal populations and emphasizes the value of naturally occurring differences .,1
